<<<<<<< HEAD
843,Софронова,50,Первая,24
844,Софроньев,48,Первая,338
845,Сошникова,27,Вторая,115
846,Спиридонов,36,Вторая,496
847,Спиридоньев,25,Без категории,168
848,Ставрогина,58,Без категории,407
849,Старков,39,Вторая,2
850,Степанова,32,Первая,106
851,Стефашин,25,Первая,280
852,Стогова,27,Без категории,114
853,Стравинский,43,Первая,230
854,Стратоников,57,Первая,327
855,Супрунова,56,Без категории,163
856,Суровикин,57,Вторая,378
857,Сухарева,44,Высшая,77
858,Сыромолотов,29,Высшая,238
859,Сысоева,46,Первая,440
860,Сычёв,56,Первая,438
861,Сычин,34,Первая,246
862,Табаков,46,Высшая,156
863,Таралова,31,Высшая,430
864,Тарасов,42,Первая,159
865,Тарасьева,48,Вторая,288
866,Тарусов,28,Первая,223
867,Тархова,35,Вторая,408
868,Тёмкин,47,Без категории,100
869,Терешкова,47,Первая,44
870,Тесаков,26,Вторая,80
871,Титова,40,Высшая,165
872,Тиханин,56,Вторая,55
873,Тихомиров,31,Без категории,80
874,Тихонова,37,Высшая,92
875,Токарь,58,Первая,44
876,Толоконников,44,Вторая,141
877,Толстых,39,Высшая,500
878,Торлопов,54,Первая,161
879,Трефилова,42,Высшая,101
880,Трефильев,53,Первая,95
881,Трифонов,41,Без категории,163
882,Трофимова,37,Без категории,215
883,Трудолюбов,29,Без категории,427
884,Труненков,57,Без категории,1
885,Труфанова,54,Первая,193
886,Туманов,31,Без категории,294
887,Тюльпанов,37,Высшая,82
888,Уварова,59,Без категории,314
889,Углев,37,Вторая,303
890,Удалова,26,Без категории,69
891,Удальцов,34,Без категории,261
892,Удачин,34,Высшая,378
893,Удодова,43,Без категории,400
894,Ульянов,39,Высшая,388
895,Упатова,55,Вторая,282
896,Усов,25,Высшая,120
897,Успенский,54,Высшая,499
898,Устинова,30,Первая,190
899,Устьянов,52,Без категории,86
900,Утёсова,27,Вторая,247
901,Ухов,50,Вторая,463
902,Фавстов,55,Без категории,472
903,Фадеева,43,Высшая,290
904,Фалалеев,59,Без категории,428
905,Фандеева,51,Первая,175
906,Фатеев,52,Вторая,412
907,Фатьянова,43,Первая,317
908,Фёдоров,34,Первая,122
909,Федосеев,58,Первая,217
910,Федосова,39,Высшая,85
911,Федосьев,33,Первая,77
912,Федотов,43,Вторая,217
913,Федотьева,29,Вторая,190
914,Федулеев,39,Без категории,175
915,Федулина,33,Без категории,226
916,Федулов,54,Без категории,65
917,Феклисов,60,Вторая,249
918,Фенева,59,Без категории,466
919,Феоктистов,41,Вторая,252
920,Феонин,59,Первая,403
921,Феофанов,28,Высшая,4
922,Феофилактов,56,Вторая,221
923,Феофилов,36,Вторая,204
924,Фетисов,38,Первая,99
925,Фефилова,28,Без категории,173
926,Филаретов,25,Без категории,421
927,Филатов,51,Без категории,46
928,Филатьева,43,Первая,164
929,Филахтов,52,Высшая,180
930,Филимонихин,44,Высшая,403
931,Филимонов,36,Без категории,210
932,Филипова,51,Высшая,328
933,Филиппов,42,Высшая,381
934,Филиппьев,54,Высшая,141
935,Филипьев,53,Высшая,495
936,Филкова,58,Высшая,331
937,Филонов,50,Высшая,489
938,Философов,57,Первая,431
939,Фионина,38,Первая,409
940,Фирсов,52,Без категории,234
941,Флегонтов,56,Вторая,258
942,Флегонтьев,40,Без категории,72
943,Фокин,36,Вторая,14
944,Фомина,30,Высшая,190
945,Фомов,52,Вторая,413
946,Фонвизин,32,Вторая,398
947,Фортунатов,36,Без категории,105
948,Фотеева,29,Без категории,36
949,Фотиев,54,Без категории,345
950,Фотьев,53,Высшая,78
951,Фофанов,43,Вторая,306
952,Фурсов,38,Вторая,212
953,Фурцева,30,Высшая,124
954,Хадеев,44,Вторая,417
955,Харитонов,42,Первая,466
956,Харламов,31,Вторая,135
957,Харлампиев,25,Высшая,113
958,Хаустова,53,Без категории,220
959,Хлестаков,25,Первая,190
960,Хлопонин,28,Без категории,173
961,Хомутинников,50,Высшая,41
962,Хрисогонов,36,Вторая,334
963,Христофорова,41,Без категории,107
964,Цветанков,53,Высшая,446
965,Цепов,52,Вторая,306
966,Цыганова,36,Без категории,436
967,Чаплин,52,Высшая,284
968,Чаплыгин,43,Вторая,400
969,Чарушников,36,Высшая,143
970,Чебышёв,37,Первая,404
971,Чемоданова,58,Высшая,301
972,Черепанов,42,Высшая,470
973,Черепенников,47,Первая,326
974,Черкашин,30,Вторая,14
975,Чернева,55,Первая,355
976,Чернов,25,Вторая,152
977,Черышев,52,Вторая,185
978,Чиж,54,Без категории,486
979,Чижова,54,Вторая,216
980,Чиков,51,Высшая,175
981,Чирков,42,Высшая,421
982,Чистов,51,Высшая,305
983,Чичваркина,48,Без категории,24
984,Шалыганов,25,Без категории,138
985,Шамшурин,30,Без категории,270
986,Шапошников,46,Высшая,117
987,Шаров,58,Первая,89
988,Шевкуна,57,Без категории,292
989,Шемякин,53,Вторая,49
990,Шепилов,41,Первая,332
991,Шерстобитов,52,Высшая,319
992,Шилова,51,Высшая,401
993,Шубенков,30,Без категории,420
994,Шубин,58,Высшая,311
995,Щекочихин,44,Высшая,373
996,Щелконогов,49,Вторая,121
997,Щепилоа,41,Без категории,359
998,Щепкин,34,Первая,375
999,Щербаков,45,Высшая,50
1000,Щербина,48,Первая,263
=======
1,Абакумов,37,Первая,490
2,Абрамова,58,Высшая,46
3,Абрикосов,37,Вторая,193
4,Абросимова,45,Вторая,447
5,Авакумов,56,Высшая,133
6,Авдеева,49,Без категории,323
7,Авдиев,53,Высшая,348
8,Аверкиев,37,Без категории,3
9,Аверкова,41,Первая,161
10,Авилин,45,Без категории,279
11,Авилов,44,Без категории,204
12,Авксентьева,50,Без категории,399
13,Аврамов,51,Первая,130
14,Авсеев,52,Без категории,119
15,Агапеева,30,Первая,320
16,Агапова,60,Вторая,43
17,Агапьева,25,Первая,119
18,Агеев,44,Первая,23
19,Агутин,35,Без категории,299
20,Адрианова,59,Первая,72
21,Азаров,36,Высшая,329
22,Азарьев,54,Высшая,139
23,Азарьин,29,Без категории,411
24,Акатова,51,Без категории,471
25,Акатьев,31,Высшая,446
26,Акимова,38,Высшая,401
27,Акиндинова,27,Без категории,390
28,Акинфиев,27,Высшая,326
29,Акинфова,44,Высшая,49
30,Аксёнова,34,Первая,158
31,Аксентьев,34,Без категории,8
32,Акулина,25,Первая,231
33,Акулов,42,Без категории,373
34,Александров,32,Высшая,11
35,Алексеева,46,Первая,257
36,Алёхин,51,Вторая,485
37,Алимпиева,40,Вторая,440
38,Алипов,56,Первая,32
39,Алипьев,48,Вторая,466
40,Алисова,54,Без категории,265
41,Алпатова,44,Первая,227
42,Алтухова,42,Первая,292
43,Алфёрова,42,Первая,32
44,Алферьева,42,Вторая,272
45,Алфимова,54,Первая,67
46,Алябьев,28,Без категории,166
47,Амарантова,52,Высшая,342
48,Амвросов,42,Вторая,107
49,Амвросьева,33,Вторая,466
50,Амосов,33,Высшая,85
51,Ананьева,48,Высшая,32
52,Ананьин,47,Первая,188
53,Анастасов,49,Без категории,8
54,Анастасьева,48,Высшая,498
55,Андреев,39,Вторая,28
56,Андрианова,40,Высшая,237
57,Андроникова,49,Первая,62
58,Андронов,38,Первая,180
59,Андропова,33,Без категории,258
60,Андрусов,55,Высшая,124
61,Анемподистова,43,Первая,134
62,Аникеев,58,Без категории,173
63,Анисимов,57,Вторая,403
64,Анискина,44,Высшая,48
65,Анкидинов,33,Вторая,192
66,Анкудинова,29,Высшая,46
67,Анненкова,42,Первая,333
68,Антипин,29,Высшая,154
69,Антипова,59,Первая,414
70,Антипьева,54,Первая,438
71,Антонов,36,Вторая,203
72,Антоньева,49,Вторая,233
73,Ануров,29,Вторая,466
74,Анурьева,35,Без категории,252
75,Анфимов,36,Вторая,17
76,Анхимова,27,Высшая,181
77,Анцыферова,44,Вторая,28
78,Анюков,60,Вторая,176
79,Апарина,27,Высшая,13
80,Арановский,37,Без категории,208
81,Арбузова,39,Вторая,115
82,Ардалионов,28,Вторая,473
83,Аренский,42,Первая,273
84,Арепьева,34,Первая,492
85,Арефин,36,Высшая,21
86,Арефова,56,Без категории,130
87,Арефьев,43,Первая,474
88,Аристархова,53,Первая,300
89,Аристов,52,Вторая,447
90,Аркадова,31,Вторая,109
91,Аркадьев,31,Высшая,373
92,Аркадьина,58,Вторая,306
93,Арсенов,41,Вторая,9
94,Арсеньева,50,Высшая,364
95,Артамонов,59,Вторая,58
96,Артёмова,47,Высшая,234
97,Артемьев,33,Высшая,341
98,Архипова,40,Без категории,232
99,Архипьев,47,Без категории,195
100,Асафова,25,Вторая,219
101,Асафьев,51,Первая,386
102,Асеева,36,Первая,301
103,Астапов,31,Без категории,203
104,Астафьев,41,Высшая,392
105,Астахов,39,Первая,168
106,Асташина,42,Высшая,486
107,Афанасов,30,Без категории,499
108,Афанасьев,28,Высшая,107
109,Афремова,49,Вторая,470
110,Африканов,39,Вторая,487
111,Африкантов,36,Без категории,184
112,Афросимов,30,Первая,48
113,Бабурова,59,Вторая,271
114,Багаряков,55,Вторая,244
115,Багирова,31,Без категории,161
116,Багринцев,37,Вторая,184
117,Багрянцева,37,Вторая,392
118,Баданин,60,Первая,60
119,Бакунина,42,Первая,77
120,Банников,54,Высшая,358
121,Банщикова,47,Вторая,209
122,Бартенев,58,Без категории,362
123,Баскаков,52,Без категории,292
124,Басманов,26,Вторая,179
125,Баталин,42,Вторая,209
126,Беглова,58,Высшая,63
127,Безбатько,50,Вторая,37
128,Бездудный,46,Без категории,157
129,Безрученко,28,Высшая,346
130,Безсало,46,Без категории,236
131,Белинская,38,Высшая,430
132,Белобровко,60,Без категории,22
133,Белокурова,52,Вторая,373
134,Белоножко,58,Высшая,444
135,Белооченко,59,Первая,48
136,Белорукова,52,Без категории,242
137,Белоусова,56,Первая,492
138,Белошапко,48,Первая,314
139,Белый,36,Без категории,256
140,Берёза,59,Высшая,44
141,Березина,55,Вторая,208
142,Берёзин,60,Вторая,315
143,Березовский,25,Вторая,367
144,Берсенева,29,Первая,374
145,Берсенёв,57,Высшая,261
146,Беспаленко,34,Без категории,342
147,Беспалов,52,Первая,255
148,Беспутина,34,Без категории,89
149,Бесчастных,36,Высшая,485
150,Бехтерева,25,Вторая,63
151,Бобков,54,Высшая,236
152,Богатченко,29,Вторая,183
153,Богданова,45,Высшая,213
154,Богомолов,57,Высшая,188
155,Богуславский,28,Первая,200
156,Бодылева,39,Без категории,16
157,Борисов,38,Высшая,75
158,Борова,38,Вторая,415
159,Боровой,33,Первая,443
160,Бородин,55,Первая,194
161,Бортников,47,Без категории,282
162,Борцов,56,Высшая,94
163,Босова,59,Без категории,106
164,Боярский,58,Без категории,134
165,Брежнев,50,Высшая,216
166,Бровцева,44,Вторая,51
167,Бугрименко,48,Без категории,27
168,Булганин,56,Вторая,365
169,Булочникова,45,Первая,81
170,Бунин,30,Без категории,2
171,Буняченко,29,Без категории,59
172,Бураченко,54,Вторая,359
173,Бурмистрова,55,Вторая,104
174,Бутин,34,Вторая,409
175,Буторина,41,Без категории,434
176,Быков,25,Вторая,44
177,Вавилина,32,Вторая,51
178,Вавилов,55,Высшая,332
179,Вакулина,57,Первая,321
180,Вакулов,36,Первая,236
181,Валуева,27,Высшая,141
182,Варламова,53,Без категории,380
183,Варнавин,35,Первая,115
184,Варченко,56,Высшая,27
185,Васечкина,60,Высшая,456
186,Василев,34,Без категории,446
187,Василов,33,Без категории,461
188,Васильева,28,Первая,397
189,Венедиктов,31,Без категории,81
190,Вепрева,25,Первая,424
191,Верзилов,50,Без категории,258
192,Вершинина,59,Первая,447
193,Веселов,58,Без категории,210
194,Весельницкий,58,Без категории,377
195,Ветрова,25,Первая,179
196,Викентьев,60,Вторая,145
197,Викторова,60,Первая,139
198,Винтилов,39,Без категории,181
199,Витушева,47,Первая,41
200,Витязев,26,Высшая,437
201,Вихров,36,Вторая,305
202,Вишневский,36,Первая,233
203,Власова,42,Высшая,149
204,Власьев,27,Без категории,401
205,Внифатьев,57,Вторая,116
206,Водонаева,44,Вторая,417
207,Войнов,43,Первая,61
208,Волкова,35,Высшая,136
209,Волочкова,41,Первая,217
210,Вонифатова,36,Первая,18
211,Вонифатьев,48,Первая,40
212,Воробьёва,50,Вторая,295
213,Воробьевский,47,Высшая,2
214,Воронова,27,Вторая,462
215,Воротников,56,Первая,97
216,Высоцкий,52,Без категории,234
217,Габышева,41,Вторая,281
218,Гаврилин,27,Вторая,492
219,Гаврилова,38,Первая,487
220,Галкин,25,Без категории,64
221,Гальцов,31,Вторая,281
222,Гарасимова,59,Без категории,361
223,Гедеонов,47,Первая,143
224,Геннадиев,32,Без категории,152
225,Герасимова,45,Без категории,212
226,Германов,48,Вторая,65
227,Гермогенова,46,Высшая,213
228,Гладышев,60,Без категории,394
229,Глуховцева,45,Без категории,114
230,Гляделкин,44,Первая,308
231,Гнилорыбова,26,Первая,254
232,Голиков,42,Высшая,348
233,Головачёва,37,Вторая,172
234,Голофтеев,30,Без категории,465
235,Голунова,58,Первая,301
236,Гомзиков,39,Без категории,176
237,Гончаров,25,Без категории,235
238,Гордеева,45,Первая,67
239,Горелов,45,Вторая,432
240,Гостева,60,Вторая,357
241,Графинин,41,Высшая,24
242,Графова,60,Первая,441
243,Гриб,51,Вторая,99
244,Григоров,40,Вторая,468
245,Григорьева,38,Вторая,11
246,Гришин,35,Первая,338
247,Грунина,57,Вторая,198
248,Грязев,42,Без категории,279
249,Гумилёв,35,Без категории,368
250,Гурьев,54,Высшая,248
251,Гусева,39,Без категории,373
252,Гусельников,28,Вторая,50
253,Гутенёв,28,Высшая,90
254,Давыдова,42,Первая,424
255,Далина,40,Высшая,447
256,Далматова,36,Без категории,422
257,Данилин,47,Первая,20
258,Данилов,25,Без категории,496
259,Данов,44,Высшая,28
260,Данькова,46,Первая,467
261,Девяткина,41,Первая,33
262,Дёготь,59,Вторая,214
263,Дегтярёва,60,Без категории,46
264,Деев,28,Без категории,294
265,Дежнёва,60,Высшая,163
266,Делягин,33,Без категории,129
267,Демидова,36,Первая,450
268,Дёмушкин,26,Первая,4
269,Денисова,27,Вторая,480
270,Денисьев,48,Первая,467
271,Дзержинский,31,Первая,484
272,Димитриев,35,Первая,177
273,Дмитриева,49,Вторая,101
274,Доброхотов,60,Первая,382
275,Додолев,43,Первая,352
276,Долгих,26,Вторая,190
277,Долженко,37,Первая,255
278,Долотин,35,Высшая,487
279,Домникова,47,Без категории,4
280,Доримедонтов,48,Высшая,204
281,Дормедонтов,54,Вторая,154
282,Дормидонтова,44,Вторая,384
283,Дородова,57,Без категории,208
284,Дорофеева,39,Высшая,183
285,Достоевский,55,Высшая,184
286,Дубина,35,Высшая,283
287,Дубинин,36,Без категории,218
288,Дудина,36,Без категории,188
289,Дудникова,43,Высшая,44
290,Евгенов,43,Высшая,240
291,Евгеньев,52,Без категории,330
292,Евдокимова,26,Без категории,50
293,Евлампиев,53,Без категории,456
294,Евменов,34,Вторая,364
295,Евменьева,37,Без категории,42
296,Евплов,54,Без категории,421
297,Евсеев,26,Без категории,73
298,Евстафьев,42,Высшая,107
299,Евстигнеев,36,Высшая,397
300,Евстифеев,43,Высшая,447
301,Евстратова,27,Без категории,107
302,Евсюкова,42,Вторая,375
303,Евтифеева,57,Вторая,165
304,Евтихеева,33,Высшая,283
305,Егорова,42,Первая,472
306,Егорьев,39,Без категории,268
307,Ежов,36,Вторая,363
308,Екимов,38,Без категории,404
309,Еланцева,29,Вторая,172
310,Елеазаров,53,Высшая,226
311,Елеферьев,46,Первая,413
312,Елизарова,30,Вторая,30
313,Елизарьев,50,Без категории,228
314,Елисеев,37,Первая,137
315,Елфимова,35,Без категории,190
316,Ельшин,25,Высшая,269
317,Емельянов,35,Первая,141
318,Епенетов,55,Без категории,161
319,Епимахова,37,Вторая,115
320,Епинетов,28,Вторая,179
321,Епифанов,54,Первая,192
322,Епифаньева,36,Вторая,392
323,Ерастов,40,Без категории,405
324,Еремеев,57,Высшая,447
325,Ерёмина,35,Без категории,471
326,Ермилин,55,Первая,80
327,Ермилова,50,Вторая,225
328,Ермошин,30,Высшая,59
329,Ерофеева,53,Вторая,174
330,Ерошкин,44,Высшая,411
331,Есипова,45,Высшая,451
332,Ефимова,27,Высшая,145
333,Ефимьев,36,Первая,269
334,Ефремов,34,Вторая,122
335,Ефросинов,60,Высшая,463
336,Жаринова,31,Высшая,364
337,Жбанов,34,Первая,205
338,Жвалова,26,Без категории,178
339,Жерихов,31,Первая,85
340,Живаго,39,Высшая,480
341,Жукова,25,Без категории,294
342,Жуликов,56,Без категории,466
343,Жулина,32,Без категории,332
344,Журавский,51,Первая,483
345,Заболотских,29,Без категории,28
346,Заборова,43,Первая,318
347,Заволокин,54,Без категории,397
348,Задорнова,57,Первая,31
349,Задорова,35,Первая,366
350,Зайцева,47,Без категории,172
351,Зализняк,43,Высшая,259
352,Замуткин,29,Вторая,286
353,Заостровцев,30,Вторая,496
354,Заплетина,36,Без категории,239
355,Зарубин,26,Первая,159
356,Захаров,47,Высшая,321
357,Захарьева,44,Первая,165
358,Захарьин,48,Без категории,493
359,Захватов,30,Вторая,351
360,Збруева,28,Без категории,17
361,Зверев,33,Первая,330
362,Зворыкин,39,Вторая,229
363,Зеленина,46,Высшая,6
364,Зимин,45,Вторая,46
365,Зиничев,41,Высшая,470
366,Зиновьева,51,Без категории,134
367,Знаменский,44,Высшая,71
368,Зосимов,46,Без категории,377
369,Зотеева,43,Вторая,412
370,Зотов,34,Вторая,214
371,Зотьев,37,Первая,326
372,Зудина,45,Без категории,427
373,Зыкин,39,Вторая,318
374,Зюганов,25,Высшая,163
375,Зябликова,51,Вторая,385
376,Иванкин,29,Первая,69
377,Иванова,53,Первая,11
378,Ивлева,60,Первая,204
379,Ивонин,55,Первая,417
380,Ивонов,46,Вторая,81
381,Игнатов,57,Без категории,34
382,Игнатьев,50,Вторая,343
383,Игнашева,43,Первая,247
384,Иевлев,45,Высшая,41
385,Измайлова,43,Без категории,100
386,Изосимов,27,Первая,236
387,Изотов,60,Вторая,493
388,Ильковский,54,Высшая,276
389,Иовлев,59,Вторая,120
390,Ионин,40,Вторая,455
391,Ионова,31,Без категории,362
392,Ипатов,27,Первая,227
393,Ипатьев,25,Вторая,112
394,Иринеев,51,Вторая,176
395,Исаева,52,Высшая,386
396,Исаин,42,Первая,280
397,Итина,32,Вторая,185
398,Казимиров,60,Без категории,374
399,Калашников,39,Вторая,262
400,Калинина,28,Первая,354
401,Каминов,58,Первая,194
402,Камышинский,56,Вторая,320
403,Кандауров,35,Первая,317
404,Капитонов,45,Без категории,94
405,Карабанов,32,Вторая,183
406,Карасёв,48,Без категории,361
407,Карионова,47,Вторая,322
408,Карпеев,38,Вторая,366
409,Карпенкова,60,Вторая,217
410,Карпова,30,Без категории,478
411,Карский,38,Высшая,474
412,Картофельников,26,Без категории,456
413,Каруселина,59,Высшая,315
414,Кафельников,35,Без категории,381
415,Кашин,34,Без категории,498
416,Каштанова,34,Без категории,399
417,Квартальнов,29,Без категории,51
418,Кедрина,29,Без категории,399
419,Киприанов,54,Высшая,233
420,Кириков,40,Вторая,330
421,Кирилина,37,Вторая,428
422,Кириллов,43,Первая,453
423,Кирилов,44,Высшая,404
424,Кирова,49,Первая,482
425,Кирсанов,34,Вторая,9
426,Кислицын,60,Первая,299
427,Китова,53,Вторая,423
428,Клеников,47,Первая,319
429,Клеопин,45,Вторая,185
430,Клеопова,32,Без категории,463
431,Климентов,26,Первая,291
432,Климентьев,45,Высшая,431
433,Кобзева,57,Первая,478
434,Ковалёв,47,Высшая,177
435,Ковшов,35,Вторая,351
436,Козлов,46,Без категории,238
437,Козин,59,Первая,330
438,Козырев,39,Высшая,439
439,Козьмин,36,Высшая,451
440,Кокорев,53,Высшая,132
441,Колесников,53,Вторая,26
442,Колокольцев,58,Вторая,199
443,Комаровский,48,Высшая,227
444,Конашенков,50,Вторая,6
445,Кондратова,44,Без категории,480
446,Кондратьев,46,Вторая,340
447,Кононов,30,Вторая,500
448,Кононыхин,36,Высшая,135
449,Константинов,57,Первая,332
450,Конюкова,31,Первая,208
451,Корнилов,48,Первая,270
452,Корнильев,57,Первая,173
453,Коробова,56,Высшая,16
454,Коростелёв,32,Первая,19
455,Корявин,47,Первая,445
456,Косника,39,Первая,106
457,Косой,52,Первая,256
458,Костин,28,Без категории,193
459,Косьмина,47,Вторая,212
460,Котляревский,29,Вторая,332
461,Котова,34,Первая,188
462,Котовский,60,Без категории,267
463,Коченков,58,Без категории,440
464,Кошелёв,44,Высшая,89
465,Кошина,27,Вторая,193
466,Кравченко,37,Первая,259
467,Крамской,39,Вторая,438
468,Кривомазов,28,Без категории,406
469,Кривцова,40,Вторая,73
470,Крикалёв,56,Вторая,144
471,Кротова,43,Высшая,357
472,Крупнов,49,Высшая,63
473,Крутихин,47,Высшая,475
474,Кручёных,60,Первая,155
475,Крылова,59,Первая,395
476,Кудинов,50,Вторая,396
477,Кудрявцев,25,Первая,269
478,Кузикова,56,Вторая,374
479,Кузнецов,26,Высшая,218
480,Кузьмин,29,Без категории,446
481,Кулибин,54,Первая,479
482,Купреянов,34,Вторая,121
483,Куратова,35,Без категории,272
484,Курилов,59,Высшая,382
485,Лавров,57,Высшая,23
486,Лазарева,39,Высшая,176
487,Лактионов,29,Высшая,7
488,Ланьков,46,Вторая,274
489,Латынина,60,Без категории,57
490,Лахтионова,50,Вторая,284
491,Лебедь,34,Высшая,340
492,Леванидов,35,Вторая,449
493,Левонова,60,Первая,357
494,Левонтьев,36,Вторая,500
495,Леонидов,36,Первая,14
496,Леонов,52,Вторая,337
497,Леонтьев,25,Вторая,476
498,Лепёхина,32,Высшая,397
499,Лермонтов,47,Без категории,158
500,Лесина,46,Высшая,257
501,Ливанов,29,Без категории,429
502,Лигачёв,53,Первая,216
503,Лимонова,55,Первая,272
504,Листьев,28,Первая,229
505,Литаврин,36,Вторая,313
506,Литвина,58,Первая,457
507,Литвинов,37,Без категории,445
508,Лобкова,57,Вторая,29
509,Ловчиков,50,Первая,171
510,Ложкин,32,Высшая,177
511,Ложкомоев,29,Первая,277
512,Ломакина,41,Высшая,248
513,Ломов,44,Вторая,3
514,Ломовской,28,Первая,335
515,Лоскутов,50,Вторая,381
516,Лошкомоев,45,Первая,194
517,Лужин,49,Первая,236
518,Лукина,58,Высшая,324
519,Лукьянов,60,Вторая,1
520,Луппова,26,Высшая,75
521,Луппол,41,Вторая,116
522,Лутьянов,32,Высшая,364
523,Лыжина,60,Без категории,273
524,Любимов,60,Высшая,155
525,Люкина,36,Высшая,21
526,Люсин,26,Без категории,405
527,Лялина,42,Вторая,397
528,Мавров,46,Первая,478
529,Макарова,37,Высшая,157
530,Макарьев,42,Вторая,295
531,Макашина,47,Высшая,161
532,Максимишин,44,Без категории,199
533,Максимова,28,Высшая,183
534,Малафеев,59,Без категории,246
535,Малахеева,53,Вторая,70
536,Малахов,46,Первая,198
537,Маликова,55,Первая,31
538,Малыхин,37,Вторая,63
539,Малышев,48,Высшая,428
540,Малярова,31,Без категории,47
541,Мамантов,32,Без категории,473
542,Мамонтова,34,Вторая,164
543,Мануйлов,32,Вторая,314
544,Манылина,45,Высшая,210
545,Манылов,28,Высшая,216
546,Маргелова,55,Вторая,42
547,Маркевич,43,Высшая,390
548,Маркелова,28,Вторая,269
549,Маркианов,60,Первая,203
550,Маркова,44,Первая,141
551,Мартемьянов,38,Вторая,205
552,Мартынова,51,Высшая,385
553,Мартьянов,57,Вторая,216
554,Матвеева,54,Вторая,287
555,Машкин,50,Без категории,288
556,Маятников,39,Высшая,323
557,Медведева,51,Первая,245
558,Медков,49,Высшая,383
559,Мезенцев,52,Высшая,300
560,Мелитонова,44,Вторая,455
561,Мень,34,Высшая,353
562,Меньшиков,39,Высшая,495
563,Мерецкова,35,Первая,308
564,Меркулов,51,Первая,404
565,Меркульев,25,Без категории,88
566,Меркурова,47,Высшая,332
567,Меркурьев,32,Высшая,288
568,Мигулёв,51,Без категории,441
569,Милова,30,Высшая,235
570,Минин,29,Высшая,465
571,Мирошников,26,Вторая,388
572,Мисайлов,48,Вторая,293
573,Митрофанов,30,Без категории,220
574,Митрофаньев,51,Вторая,17
575,Михайлин,60,Первая,263
576,Михайлова,50,Первая,243
577,Михайловский,42,Вторая,123
578,Михаленко,38,Высшая,168
579,Михальченко,59,Первая,395
580,Михеев,36,Высшая,191
581,Мишкина,50,Первая,180
582,Мишустин,33,Первая,155
583,Могутина,31,Без категории,275
584,Модестов,55,Вторая,232
585,Мозгов,47,Высшая,71
586,Мозговой,54,Без категории,289
587,Мозжухин,25,Вторая,399
588,Моисеева,33,Первая,158
589,Мойсеев,52,Высшая,190
590,Молотова,59,Без категории,288
591,Монастырский,46,Без категории,484
592,Морщаков,30,Первая,59
593,Мосеев,28,Высшая,219
594,Моторина,60,Без категории,72
595,Мохнаткин,38,Высшая,25
596,Муравьёва,35,Высшая,182
597,Мурашкин,48,Первая,116
598,Мурмана,33,Без категории,424
599,Мурманенко,44,Вторая,204
600,Мурманец,51,Первая,192
601,Мурманина,27,Без категории,101
602,Мурманов,48,Без категории,64
603,Мурмановский,46,Вторая,339
604,Мурманский,31,Первая,332
605,Мурманцев,59,Первая,49
606,Мурманчук,32,Высшая,427
607,Мурманюк,49,Высшая,343
608,Муромский,30,Высшая,354
609,Мусина,56,Первая,222
610,Мухин,35,Вторая,135
611,Мыскина,48,Первая,408
612,Мышкин,37,Первая,240
613,Мягкова,32,Первая,199
614,Мясников,25,Без категории,69
615,Набокова,41,Высшая,174
616,Навальный,37,Высшая,444
617,Назаров,27,Без категории,19
618,Назарьев,54,Первая,240
619,Нарышкина,34,Высшая,340
620,Насонов,51,Без категории,463
621,Наумова,33,Без категории,131
622,Нахапетов,33,Первая,381
623,Невзоров,26,Первая,417
624,Неклюдова,32,Первая,11
625,Некрасов,44,Высшая,485
626,Немцова,52,Вторая,261
627,Немчинов,42,Вторая,82
628,Ненароков,50,Без категории,83
629,Несмеянова,38,Вторая,440
630,Неспанов,36,Вторая,482
631,Нестерова,38,Высшая,88
632,Нетёсов,38,Первая,194
633,Нефёдова,38,Вторая,353
634,Нефедьев,41,Вторая,112
635,Нехлюдов,53,Без категории,202
636,Нехорошева,47,Первая,305
637,Нечаев,31,Без категории,197
638,Никандров,41,Первая,248
639,Никанорова,30,Первая,98
640,Никодимов,43,Первая,265
641,Николаева,47,Без категории,331
642,Николин,43,Вторая,344
643,Никонова,38,Вторая,103
644,Никулин,37,Первая,270
645,Ничушкина,51,Вторая,36
646,Новгородцев,38,Вторая,64
647,Новодворский,34,Первая,490
648,Новосёлов,49,Вторая,12
649,Норова,49,Без категории,202
650,Носов,59,Вторая,105
651,Обросимов,45,Вторая,484
652,Обухов,60,Вторая,116
653,Овдокимов,59,Без категории,429
654,Овечкин,49,Вторая,263
655,Овросимов,29,Высшая,67
656,Овсеева,41,Высшая,9
657,Оглоблин,47,Без категории,467
658,Окатов,54,Вторая,286
659,Окулова,36,Вторая,112
660,Окунев,46,Вторая,147
661,Олейников,55,Вторая,68
662,Олимпиев,53,Без категории,359
663,Олисова,39,Первая,315
664,Олсуфьев,50,Вторая,282
665,Олтухов,25,Первая,357
666,Олферьев,35,Без категории,276
667,Омельянов,38,Высшая,277
668,Онисимова,27,Без категории,482
669,Опимахов,26,Без категории,66
670,Орлова,34,Первая,403
671,Осипов,52,Первая,167
672,Останина,55,Высшая,271
673,Остапов,26,Первая,113
674,Остафьев,35,Вторая,87
675,Остратова,55,Высшая,210
676,Островский,44,Вторая,92
677,Офросимов,52,Высшая,479
678,Охотина,57,Вторая,167
679,Очин,51,Первая,412
680,Павлинов,38,Первая,70
681,Павлова,28,Вторая,144
682,Павловский,51,Вторая,209
683,Пальцев,36,Высшая,352
684,Памфилова,39,Без категории,203
